show_id,type,title,title_Cleaned,director,director_Cleaned,cast,country,date_added,release_year,rating,duration,duration_minutes,duration_seasons,listed_in,description
s4054,TV Show,Show 4054,Show 4054,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,24-04-2015,2022,G,104 min,104,,Romance,Sample description of the show
s4055,TV Show,Show 4055,Show 4055,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,04-09-2018,1988,PG,6 Seasons,,6,Documentary,Sample description of the show
s4056,TV Show,Show 4056,Show 4056,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,05-09-2018,1994,TV-14,2 Seasons,,2,Documentary,Sample description of the show
s4057,Movie,Show 4057,Show 4057,,,"Actor A, Actor B, Actor C",Japan,13-09-2019,2020,G,147 min,147,,Action,Sample description of the show
s4058,Movie,Show 4058,Show 4058,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,14-07-2015,1997,TV-MA,162 min,162,,Documentary,Sample description of the show
s4059,Movie,Show 4059,Show 4059,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,21-02-2015,1996,PG-13,131 min,131,,Thriller,Sample description of the show
s4060,Movie,Show 4060,Show 4060,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,21-04-2022,2023,PG,106 min,106,,Drama,Sample description of the show
s4061,TV Show,Show 4061,Show 4061,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,15-03-2016,2013,PG-13,177 min,177,,Documentary,Sample description of the show
s4062,TV Show,Show 4062,Show 4062,,,"Actor A, Actor B, Actor C",Canada,22-01-2020,2023,PG,127 min,127,,Romance,Sample description of the show
s4063,Movie,Show 4063,Show 4063,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,19-08-2020,1995,PG,6 Seasons,,6,Action,Sample description of the show
s4064,Movie,Show 4064,Show 4064,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,16-04-2021,1985,TV-PG,84 min,84,,Comedy,Sample description of the show
s4065,TV Show,Show 4065,Show 4065,John Smith,John Smith,"Actor A, Actor B, Actor C",India,24-07-2015,2017,PG-13,113 min,113,,Drama,Sample description of the show
s4066,TV Show,Show 4066,Show 4066,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,28-04-2016,2015,,85 min,85,,Horror,Sample description of the show
s4067,TV Show,Show 4067,Show 4067,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,29-06-2017,2014,TV-14,99 min,99,,Comedy,Sample description of the show
s4068,TV Show,SHOW 4068,Show 4068,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,23-01-2019,2006,TV-PG,161 min,161,,Thriller,Sample description of the show
s4069,Movie,Show 4069,Show 4069,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,10-11-2019,2022,PG,3 Seasons,,3,Action,Sample description of the show
s4070,Movie,Show 4070,Show 4070,John Smith,John Smith,"Actor A, Actor B, Actor C",India,27-02-2022,1992,,7 Seasons,,7,Romance,Sample description of the show
s4071,TV Show,Show 4071,Show 4071,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Canada,11-10-2016,2003,PG-13,171 min,171,,Horror,Sample description of the show
s4072,Movie,Show 4072,Show 4072,  Steven   Spielberg  ,Steven Spielberg,,South Korea,14-01-2017,2021,TV-PG,6 Seasons,,6,Action,Sample description of the show
s4073,Movie,Show 4073,Show 4073,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,26-05-2020,1987,,163 min,163,,Comedy,Sample description of the show
s4074,Movie,Show 4074,Show 4074,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,12-04-2018,2007,TV-14,5 Seasons,,5,Documentary,Sample description of the show
s4075,TV Show,Show 4075,Show 4075,,,"Actor A, Actor B, Actor C",India,07-02-2019,1998,G,80 min,80,,Comedy,Sample description of the show
s4076,TV Show,Show 4076,Show 4076,John Smith,John Smith,,Japan,23-04-2022,2017,TV-14,179 min,179,,Action,Sample description of the show
s4078,Movie,Show 4078,Show 4078,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,20-11-2017,2003,TV-PG,7 Seasons,,7,Romance,Sample description of the show
s4079,TV Show,Show 4079,Show 4079,Raj Malhotra,Raj Malhotra,,India,06-02-2018,1996,TV-14,123 min,123,,Thriller,Sample description of the show
s4080,Movie,Show 4080,Show 4080,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,28-04-2017,2011,,90 min,90,,Horror,Sample description of the show
s4081,Movie,Show 4081,Show 4081,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,13-01-2018,2012,TV-PG,6 Seasons,,6,Romance,Sample description of the show
s4082,TV Show,Show 4082,Show 4082,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,05-02-2016,1989,G,94 min,94,,Action,Sample description of the show
s4083,Movie,Show 4083,Show 4083,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,08-10-2017,2005,TV-14,160 min,160,,Thriller,Sample description of the show
s4084,TV Show,Show 4084,Show 4084,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,26-12-2022,1982,PG-13,6 Seasons,,6,Thriller,Sample description of the show
s4085,Movie,Show 4085,Show 4085,John Smith,John Smith,"Actor A, Actor B, Actor C",India,28-06-2018,2010,G,148 min,148,,Romance,Sample description of the show
s4086,Movie,Show 4086,Show 4086,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,19-01-2019,2002,G,5 Seasons,,5,Drama,Sample description of the show
s4087,TV Show,Show 4087,Show 4087,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,29-12-2018,1985,TV-14,4 Seasons,,4,Drama,Sample description of the show
s4088,TV Show,Show 4088,Show 4088,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,09-11-2022,2004,PG-13,161 min,161,,Documentary,Sample description of the show
s4089,TV Show,Show 4089,Show 4089,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,05-01-2016,2015,G,138 min,138,,Drama,Sample description of the show
s4090,TV Show,Show 4090,Show 4090,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,06-09-2015,1998,G,170 min,170,,Action,Sample description of the show
s4091,Movie,Show 4091,Show 4091,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,,1988,PG-13,152 min,152,,Comedy,Sample description of the show
s4092,TV Show,Show 4092,Show 4092,,,"Actor A, Actor B, Actor C",India,10-08-2020,2003,,86 min,86,,Romance,Sample description of the show
s4093,TV Show,Show 4093,Show 4093,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,13-03-2021,2001,PG-13,137 min,137,,Drama,Sample description of the show
s4094,TV Show,Show 4094,Show 4094,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,12-03-2018,2006,TV-PG,179 min,179,,Horror,Sample description of the show
s4095,Movie,Show 4095,Show 4095,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,07-07-2022,1996,PG,7 Seasons,,7,Romance,Sample description of the show
s4096,Movie,Show 4096,Show 4096,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,10-06-2016,2019,PG,115 min,115,,Romance,Sample description of the show
s4097,TV Show,Show 4097,Show 4097,John Smith,John Smith,"Actor A, Actor B, Actor C",,23-04-2021,2008,G,140 min,140,,Romance,Sample description of the show
s4098,TV Show,Show 4098,Show 4098,,,"Actor A, Actor B, Actor C",India,15-10-2019,2005,PG-13,144 min,144,,Documentary,Sample description of the show
s4099,Movie,Show 4099,Show 4099,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,01-10-2015,1980,R,133 min,133,,Thriller,Sample description of the show
s4100,TV Show,Show 4100,Show 4100,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,03-10-2015,2006,TV-PG,90 min,90,,Action,Sample description of the show
s4101,TV Show,Show 4101,Show 4101,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,04-11-2018,1981,TV-PG,161 min,161,,Horror,Sample description of the show
s4102,TV Show,Show 4102,Show 4102,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,27-05-2018,1990,,1 Seasons,,1,Thriller,Sample description of the show
s4103,TV Show,Show 4103,Show 4103,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,03-10-2015,2022,G,149 min,149,,Drama,Sample description of the show
s4104,TV Show,Show 4104,Show 4104,John Smith,John Smith,,United States,16-06-2019,1981,G,152 min,152,,Thriller,Sample description of the show
s4105,Movie,Show 4105,Show 4105,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,04-04-2018,2013,TV-PG,89 min,89,,Action,Sample description of the show
s4106,TV Show,Show 4106,Show 4106,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,02-07-2016,2000,G,155 min,155,,Horror,Sample description of the show
s4107,Movie,Show 4107,Show 4107,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,11-10-2020,2008,G,89 min,89,,Horror,Sample description of the show
s4108,Movie,Show 4108,Show 4108,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,28-06-2021,2017,G,174 min,174,,Comedy,Sample description of the show
s4109,TV Show,Show 4109,Show 4109,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,31-05-2018,2000,,179 min,179,,Drama,Sample description of the show
s4110,Movie,Show 4110,Show 4110,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,16-12-2020,1981,R,2 Seasons,,2,Horror,Sample description of the show
s4111,TV Show,Show 4111,Show 4111,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,26-04-2020,1984,PG-13,7 Seasons,,7,Documentary,Sample description of the show
s4112,TV Show,Show 4112,Show 4112,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,23-10-2016,1982,PG-13,84 min,84,,Horror,Sample description of the show
s4113,Movie,Show 4113,Show 4113,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,16-11-2021,1990,TV-PG,109 min,109,,Documentary,Sample description of the show
s4114,TV Show,Show 4114,Show 4114,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,24-01-2018,1986,R,154 min,154,,Drama,Sample description of the show
s4115,TV Show,Show 4115,Show 4115,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,14-10-2015,2007,PG,123 min,123,,Action,Sample description of the show
s4116,Movie,Show 4116,Show 4116,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,14-02-2021,2002,,179 min,179,,Thriller,Sample description of the show
s4117,TV Show,Show 4117,Show 4117,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,30-05-2019,2015,PG,89 min,89,,Horror,Sample description of the show
s4118,TV Show,Show 4118,Show 4118,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,08-06-2016,1984,G,5 Seasons,,5,Horror,Sample description of the show
s4119,TV Show,Show 4119,Show 4119,,,"Actor A, Actor B, Actor C",India,22-09-2018,1991,PG-13,1 Seasons,,1,Horror,Sample description of the show
s4120,TV Show,Show 4120,Show 4120,Chris Nolan,Chris Nolan,,Canada,09-07-2021,1997,TV-MA,2 Seasons,,2,Comedy,Sample description of the show
s4121,Movie,Show 4121,Show 4121,  Steven   Spielberg  ,Steven Spielberg,,,01-09-2019,2001,PG-13,159 min,159,,Documentary,Sample description of the show
s4122,Movie,Show 4122,Show 4122,  Steven   Spielberg  ,Steven Spielberg,,,10-03-2015,1980,R,123 min,123,,Documentary,Sample description of the show
s4123,Movie,Show 4123,Show 4123,,,"Actor A, Actor B, Actor C",India,16-03-2018,1995,,5 Seasons,,5,Comedy,Sample description of the show
s4124,Movie,Show 4124,Show 4124,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,17-03-2019,1985,PG-13,144 min,144,,Comedy,Sample description of the show
s4125,TV Show,Show 4125,Show 4125,,,"Actor A, Actor B, Actor C",Japan,01-04-2020,2021,TV-14,130 min,130,,Thriller,Sample description of the show
s4126,Movie,Show 4126,Show 4126,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,19-05-2015,1984,PG-13,162 min,162,,Documentary,Sample description of the show
s4127,Movie,Show 4127,Show 4127,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,27-11-2015,1981,,85 min,85,,Romance,Sample description of the show
s4128,Movie,Show 4128,Show 4128,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,18-10-2022,2009,TV-PG,114 min,114,,Horror,Sample description of the show
s4129,TV Show,Show 4129,Show 4129,John Smith,John Smith,"Actor A, Actor B, Actor C",India,10-08-2021,1997,,8 Seasons,,8,Horror,Sample description of the show
s4130,Movie,Show 4130,Show 4130,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,24-09-2021,2012,PG,6 Seasons,,6,Drama,Sample description of the show
s4131,Movie,Show 4131,Show 4131,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,24-12-2016,2019,R,110 min,110,,Action,Sample description of the show
s4132,TV Show,SHOW 4132,Show 4132,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,04-03-2020,2009,R,151 min,151,,Horror,Sample description of the show
s4133,TV Show,Show 4133,Show 4133,,,,South Korea,04-01-2015,1997,,102 min,102,,Thriller,Sample description of the show
s4134,Movie,Show 4134,Show 4134,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,22-03-2018,1988,TV-14,139 min,139,,Romance,Sample description of the show
s4135,Movie,Show 4135,Show 4135,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,20-07-2017,1992,TV-PG,161 min,161,,Action,Sample description of the show
s4136,Movie,Show 4136,Show 4136,,,"Actor A, Actor B, Actor C",United Kingdom,14-08-2020,2001,PG,96 min,96,,Romance,Sample description of the show
s4137,Movie,SHOW 4137,Show 4137,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,20-10-2022,2016,PG,159 min,159,,Thriller,Sample description of the show
s4138,Movie,Show 4138,Show 4138,,,"Actor A, Actor B, Actor C",South Korea,22-03-2016,1988,TV-MA,158 min,158,,Documentary,Sample description of the show
s4139,Movie,Show 4139,Show 4139,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,03-02-2023,2018,G,171 min,171,,Thriller,Sample description of the show
s4140,Movie,Show 4140,Show 4140,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,04-03-2018,2003,PG,2 Seasons,,2,Romance,Sample description of the show
s4141,TV Show,Show 4141,Show 4141,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,06-08-2020,2019,R,8 Seasons,,8,Drama,Sample description of the show
s4142,Movie,Show 4142,Show 4142,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,15-08-2021,1982,G,156 min,156,,Action,Sample description of the show
s4143,TV Show,Show 4143,Show 4143,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,15-08-2021,1982,PG-13,2 Seasons,,2,Drama,Sample description of the show
s4144,Movie,SHOW 4144,Show 4144,,,"Actor A, Actor B, Actor C",United States,,2020,R,80 min,80,,Action,Sample description of the show
s4145,TV Show,Show 4145,Show 4145,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,29-07-2020,2022,,174 min,174,,Documentary,Sample description of the show
s4146,Movie,Show 4146,Show 4146,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,07-02-2018,1997,R,4 Seasons,,4,Drama,Sample description of the show
s4147,Movie,Show 4147,Show 4147,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,10-12-2021,2014,PG,140 min,140,,Romance,Sample description of the show
s4148,TV Show,Show 4148,Show 4148,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,24-11-2019,2008,TV-PG,157 min,157,,Drama,Sample description of the show
s4149,Movie,Show 4149,Show 4149,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,21-10-2017,1993,PG-13,3 Seasons,,3,Thriller,Sample description of the show
s4150,TV Show,Show 4150,Show 4150,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,30-07-2016,2023,TV-PG,165 min,165,,Thriller,Sample description of the show
s4151,TV Show,Show 4151,Show 4151,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,,2019,,153 min,153,,Comedy,Sample description of the show
s4152,TV Show,Show 4152,Show 4152,John Smith,John Smith,,South Korea,21-03-2016,2008,TV-PG,180 min,180,,Action,Sample description of the show
s4153,Movie,Show 4153,Show 4153,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,10-01-2020,2011,R,163 min,163,,Documentary,Sample description of the show
s4154,TV Show,Show 4154,Show 4154,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,29-07-2017,1992,PG,164 min,164,,Thriller,Sample description of the show
s4155,TV Show,Show 4155,Show 4155,,,"Actor A, Actor B, Actor C",India,21-08-2022,2016,G,83 min,83,,Thriller,Sample description of the show
s4156,Movie,Show 4156,Show 4156,John Smith,John Smith,"Actor A, Actor B, Actor C",,05-08-2020,1990,G,132 min,132,,Thriller,Sample description of the show
s4157,Movie,Show 4157,Show 4157,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,01-03-2023,2015,PG,164 min,164,,Comedy,Sample description of the show
s4158,TV Show,Show 4158,Show 4158,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,30-01-2015,2009,PG,3 Seasons,,3,Romance,Sample description of the show
s4159,TV Show,Show 4159,Show 4159,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,06-06-2021,2006,,112 min,112,,Thriller,Sample description of the show
s4160,TV Show,Show 4160,Show 4160,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,05-05-2016,2013,PG,160 min,160,,Documentary,Sample description of the show
s4161,TV Show,Show 4161,Show 4161,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,02-07-2020,1987,TV-14,146 min,146,,Thriller,Sample description of the show
s4162,Movie,Show 4162,Show 4162,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,28-03-2016,2010,G,157 min,157,,Thriller,Sample description of the show
s4163,TV Show,Show 4163,Show 4163,  Steven   Spielberg  ,Steven Spielberg,,,04-03-2020,2019,TV-MA,5 Seasons,,5,Comedy,Sample description of the show
s4164,Movie,Show 4164,Show 4164,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,29-09-2016,2021,PG,144 min,144,,Romance,Sample description of the show
s4165,Movie,Show 4165,Show 4165,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,13-06-2016,2022,PG-13,2 Seasons,,2,Horror,Sample description of the show
s4166,TV Show,Show 4166,Show 4166,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,05-01-2017,1998,TV-MA,147 min,147,,Horror,Sample description of the show
s4167,Movie,Show 4167,Show 4167,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,17-12-2020,1981,TV-MA,170 min,170,,Action,Sample description of the show
s4168,Movie,Show 4168,Show 4168,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,14-02-2022,1986,TV-14,121 min,121,,Comedy,Sample description of the show
s4169,TV Show,Show 4169,Show 4169,Anita Desai,Anita Desai,,,18-10-2018,2021,TV-14,8 Seasons,,8,Action,Sample description of the show
s4170,Movie,Show 4170,Show 4170,John Smith,John Smith,"Actor A, Actor B, Actor C",India,26-09-2017,2010,PG-13,5 Seasons,,5,Drama,Sample description of the show
s4171,TV Show,Show 4171,Show 4171,John Smith,John Smith,"Actor A, Actor B, Actor C",,11-12-2015,1981,R,134 min,134,,Documentary,Sample description of the show
s4172,TV Show,Show 4172,Show 4172,,,"Actor A, Actor B, Actor C",South Korea,08-06-2019,1985,PG,162 min,162,,Horror,Sample description of the show
s4173,Movie,Show 4173,Show 4173,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,24-11-2016,2011,,98 min,98,,Comedy,Sample description of the show
s4174,TV Show,Show 4174,Show 4174,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,24-05-2021,1989,PG-13,162 min,162,,Comedy,Sample description of the show
s4175,Movie,Show 4175,Show 4175,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,11-03-2021,2023,PG,154 min,154,,Comedy,Sample description of the show
s4176,TV Show,Show 4176,Show 4176,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,02-04-2021,1982,,5 Seasons,,5,Horror,Sample description of the show
s4177,TV Show,Show 4177,Show 4177,,,"Actor A, Actor B, Actor C",,01-12-2016,2005,G,6 Seasons,,6,Action,Sample description of the show
s4178,Movie,Show 4178,Show 4178,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,15-07-2017,1986,TV-PG,4 Seasons,,4,Drama,Sample description of the show
s4179,TV Show,Show 4179,Show 4179,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,08-12-2017,2023,R,97 min,97,,Thriller,Sample description of the show
s4180,TV Show,Show 4180,Show 4180,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,02-02-2016,1985,PG-13,123 min,123,,Horror,Sample description of the show
s4181,Movie,Show 4181,Show 4181,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,31-01-2017,1982,TV-PG,157 min,157,,Drama,Sample description of the show
s4182,Movie,Show 4182,Show 4182,John Smith,John Smith,"Actor A, Actor B, Actor C",India,28-03-2022,2019,,86 min,86,,Drama,Sample description of the show
s4183,Movie,Show 4183,Show 4183,John Smith,John Smith,"Actor A, Actor B, Actor C",,27-02-2019,1989,,178 min,178,,Drama,Sample description of the show
s4184,Movie,Show 4184,Show 4184,Anita Desai,Anita Desai,,Canada,21-07-2015,2008,G,117 min,117,,Comedy,Sample description of the show
s4185,Movie,Show 4185,Show 4185,John Smith,John Smith,"Actor A, Actor B, Actor C",India,28-01-2018,1987,PG,4 Seasons,,4,Romance,Sample description of the show
s4186,TV Show,Show 4186,Show 4186,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,02-09-2021,1994,TV-14,8 Seasons,,8,Documentary,Sample description of the show
s4187,Movie,Show 4187,Show 4187,,,"Actor A, Actor B, Actor C",,06-05-2022,2016,TV-MA,4 Seasons,,4,Romance,Sample description of the show
s4188,Movie,Show 4188,Show 4188,John Smith,John Smith,,United States,11-04-2022,1995,,168 min,168,,Horror,Sample description of the show
s4189,TV Show,Show 4189,Show 4189,John Smith,John Smith,"Actor A, Actor B, Actor C",India,05-06-2019,2008,TV-PG,161 min,161,,Action,Sample description of the show
s4190,TV Show,Show 4190,Show 4190,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,04-11-2020,2008,TV-MA,129 min,129,,Horror,Sample description of the show
s4191,TV Show,Show 4191,Show 4191,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,04-02-2019,2015,TV-14,106 min,106,,Comedy,Sample description of the show
s4192,TV Show,Show 4192,Show 4192,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,20-02-2022,2018,TV-MA,98 min,98,,Thriller,Sample description of the show
s4193,Movie,Show 4193,Show 4193,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,03-09-2019,1998,TV-14,148 min,148,,Action,Sample description of the show
s4194,TV Show,Show 4194,Show 4194,,,,United States,27-10-2022,2019,TV-MA,141 min,141,,Thriller,Sample description of the show
s4195,TV Show,SHOW 4195,Show 4195,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,11-12-2018,1988,TV-MA,4 Seasons,,4,Documentary,Sample description of the show
s4196,Movie,Show 4196,Show 4196,,,"Actor A, Actor B, Actor C",,02-02-2016,1991,PG,180 min,180,,Drama,Sample description of the show
s4197,Movie,Show 4197,Show 4197,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,19-09-2020,1982,PG,177 min,177,,Horror,Sample description of the show
s4198,Movie,Show 4198,Show 4198,,,"Actor A, Actor B, Actor C",,03-04-2021,2002,G,4 Seasons,,4,Thriller,Sample description of the show
s4199,Movie,Show 4199,Show 4199,Anita Desai,Anita Desai,,United Kingdom,,1990,TV-14,125 min,125,,Drama,Sample description of the show
s4200,Movie,Show 4200,Show 4200,,,"Actor A, Actor B, Actor C",Canada,08-07-2022,1981,TV-PG,3 Seasons,,3,Horror,Sample description of the show
s4201,TV Show,Show 4201,Show 4201,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,06-01-2016,2006,TV-PG,7 Seasons,,7,Drama,Sample description of the show
s4202,TV Show,Show 4202,Show 4202,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,23-05-2019,1987,TV-MA,105 min,105,,Horror,Sample description of the show
s4203,Movie,Show 4203,Show 4203,,,"Actor A, Actor B, Actor C",India,02-06-2019,2003,R,161 min,161,,Romance,Sample description of the show
s4204,TV Show,Show 4204,Show 4204,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,03-03-2023,1990,R,150 min,150,,Drama,Sample description of the show
s4205,Movie,Show 4205,Show 4205,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,23-08-2021,2022,PG-13,93 min,93,,Romance,Sample description of the show
s4206,TV Show,Show 4206,Show 4206,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,20-06-2022,2011,R,166 min,166,,Comedy,Sample description of the show
s4207,Movie,Show 4207,Show 4207,  Steven   Spielberg  ,Steven Spielberg,,Japan,03-05-2015,1988,TV-MA,5 Seasons,,5,Comedy,Sample description of the show
s4208,Movie,Show 4208,Show 4208,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,31-01-2016,2009,TV-MA,119 min,119,,Comedy,Sample description of the show
s4209,TV Show,Show 4209,Show 4209,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,04-01-2019,1986,PG,8 Seasons,,8,Drama,Sample description of the show
s4210,TV Show,Show 4210,Show 4210,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,02-06-2017,1990,R,114 min,114,,Horror,Sample description of the show
s4211,Movie,Show 4211,Show 4211,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,29-03-2019,2014,,2 Seasons,,2,Documentary,Sample description of the show
s4212,TV Show,Show 4212,Show 4212,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,06-02-2023,1992,G,2 Seasons,,2,Drama,Sample description of the show
s4213,TV Show,Show 4213,Show 4213,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,11-08-2019,1989,PG-13,114 min,114,,Thriller,Sample description of the show
s4214,Movie,Show 4214,Show 4214,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,08-03-2016,2017,TV-PG,6 Seasons,,6,Comedy,Sample description of the show
s4215,TV Show,Show 4215,Show 4215,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,25-06-2018,1989,PG-13,141 min,141,,Documentary,Sample description of the show
